frame,dt,latency_ms,error_x,error_y,vel_forward,vel_yaw
65,0.046785,61.896,87.8,26.019,0.052038,-8.779997
66,0.032877,54.567,64.0256,19.1784,0.038357,-6.402556
67,0.044464,58.566,45.9164,27.907,0.055814,-4.591642
68,0.045688,53.716,54.8923,18.0683,0.036137,-5.489231
69,0.039479,56.633,55.0688,28.5064,0.057013,-5.506881
70,0.040658,65.704,68.7825,35.2836,0.070567,-6.878255
71,0.045286,57.848,68.6543,20.8435,0.041687,-6.865432
72,0.040896,55.993,51.715,29.2738,0.058548,-5.1715
73,0.043025,41.749,62.8672,31.3119,0.062624,-6.286719
74,0.03483,50.053,67.75,30.2049,0.06041,-6.775003
75,0.038466,51.552,56.9158,34.9841,0.069968,-5.691577
76,0.039462,58.616,55.3037,17.5881,0.035176,-5.530372
77,0.031343,54.89,42.3181,14.9026,0.029805,-4.231815
78,0.03126,56.802,45.8803,18.1634,0.036327,-4.588026
79,0.039962,58.809,60.0753,12.3954,0.024791,-6.00753
80,0.036213,51.853,47.3466,35.7716,0.071543,-4.734663
81,0.038828,51.338,42.8832,25.7584,0.051517,-4.288321
82,0.03709,49.598,81.2394,20.7145,0.041429,-8.123942
83,0.038791,43.79,56.9852,13.4702,0.02694,-5.698523
84,0.037185,55.613,82.7877,7.4547,0.014909,-8.27877
85,0.031759,57.925,38.357,20.9357,0.041871,-3.835704
86,0.046566,58.215,64.8314,35.2264,0.070453,-6.483144
87,0.034128,52.019,52.5839,25.7293,0.051459,-5.258388
88,0.033471,58.95,65.2261,24.2702,0.04854,-6.522608
89,0.030148,58.329,48.5046,13.1473,0.026295,-4.850464
90,0.038939,55.481,42.4361,17.1154,0.034231,-4.243608
91,0.039594,55.274,52.7258,25.3748,0.05075,-5.272579
92,0.043182,54.141,69.5922,21.737,0.043474,-6.959222
93,0.04312,51.873,54.5438,2.6691,0.005338,-5.454385
94,0.031444,58.679,62.0241,1.4607,0.002921,-6.202408
95,0.037633,59.479,74.4481,20.923,0.041846,-7.444813
96,0.029344,56.268,53.8882,6.7269,0.013454,-5.388818
97,0.044429,56.781,62.4587,11.1008,0.022202,-6.245871
98,0.036075,56.375,41.1773,24.5652,0.04913,-4.117733
99,0.040347,55.231,53.4419,16.2563,0.032513,-5.344187
100,0.033461,50.875,47.4695,5.9952,0.01199,-4.746949
101,0.039882,59.042,68.1481,24.1453,0.048291,-6.814806
102,0.040394,51.192,60.0201,-6.5053,-0.013011,-6.002011
103,0.04155,53.985,72.8021,14.0435,0.028087,-7.280209
104,0.036427,62.665,51.8259,-6.0045,-0.012009,-5.182589
105,0.028381,58.09,74.8741,16.2784,0.032557,-7.487413
106,0.044842,49.207,54.0595,10.7741,0.021548,-5.405953
107,0.036185,60.042,35.9288,1.291,0.002582,-3.592882
108,0.047601,61.58,77.2703,-3.0737,-0.006147,-7.727028
109,0.040874,51.812,32.7979,4.651,0.009302,-3.279793
110,0.046607,51.363,30.108,26.141,0.052282,-3.010804
111,0.04181,51.759,30.557,25.3498,0.0507,-3.055702
112,0.031085,49.408,42.6342,4.2694,0.008539,-4.263416
113,0.036536,54.367,54.1728,9.7725,0.019545,-5.417284
114,0.043157,53.806,34.2669,15.2345,0.030469,-3.426686
115,0.036475,47.464,23.1352,9.7413,0.019483,-2.313516
116,0.043542,50.63,44.5714,2.9571,0.005914,-4.457136
117,0.039135,53.887,48.0363,-0.7525,-0.001505,-4.803629
118,0.04283,48.69,36.4956,4.738,0.009476,-3.649558
119,0.044625,55.551,39.3774,13.7653,0.027531,-3.937744
120,0.041441,58.132,43.4703,18.8445,0.037689,-4.347035
121,0.035033,56.536,45.8924,1.2678,0.002536,-4.589237
122,0.042603,56.997,49.8367,-1.3537,-0.002707,-4.983672
123,0.038606,52.16,40.2925,3.6418,0.007284,-4.029249
124,0.034831,48.176,42.4036,3.4053,0.006811,-4.240358
125,0.032718,58.667,44.4078,14.9348,0.02987,-4.440776
126,0.030241,59.251,34.6654,-4.4958,-0.008992,-3.466543
127,0.042856,54.631,27.5796,-8.0951,-0.01619,-2.757961
128,0.040746,51.045,37.4996,-14.1174,-0.028235,-3.749961
129,0.038756,56.067,12.8153,-10.5482,-0.021096,-1.281528
130,0.034178,59.17,43.9572,4.7085,0.009417,-4.395724
131,0.04367,59.215,25.5518,10.3197,0.020639,-2.55518
132,0.040904,57.169,24.8543,-7.686,-0.015372,-2.485427
133,0.040438,54.269,38.0655,-13.3383,-0.026677,-3.806548
134,0.042525,54.675,11.8987,7.2103,0.014421,-1.189874
135,0.038536,59.162,20.5908,-9.5677,-0.019135,-2.059079
136,0.049976,59.776,14.6619,-0.17,-0.00034,-1.466189
137,0.043371,60.884,14.8783,0.5876,0.001175,-1.487829
138,0.046277,62.97,43.2882,-2.7007,-0.005401,-4.328819
139,0.03779,56.462,22.7749,-12.2935,-0.024587,-2.277492
140,0.032425,57.573,40.5108,0.2203,0.000441,-4.051077
141,0.037023,50.035,13.8217,-10.9069,-0.021814,-1.38217
142,0.04624,58.691,14.0917,-2.9827,-0.005965,-1.409174
143,0.04361,53.331,27.3125,4.9015,0.009803,-2.731246
144,0.045617,55.845,22.4247,-7.6384,-0.015277,-2.242471
145,0.039323,55.844,30.0645,-12.2779,-0.024556,-3.006451
146,0.034467,53.641,36.9417,2.3036,0.004607,-3.694166
147,0.038908,54.486,31.1361,2.1386,0.004277,-3.113615
148,0.041239,49.392,4.382,-13.1856,-0.026371,-0.438201
149,0.034166,52.098,-1.9222,-15.701,-0.031402,0.192223
150,0.038258,59.385,-1.9922,4.5172,0.009034,0.199222
151,0.030993,58.913,16.0088,-9.719,-0.019438,-1.600879
152,0.041599,50.472,3.9533,-19.6847,-0.039369,-0.39533
153,0.035171,53.363,10.2088,-6.9951,-0.01399,-1.020882
154,0.036906,53.567,-8.9723,-26.6049,-0.05321,0.897232
155,0.036998,51.32,-5.5612,3.7564,0.007513,0.556116
156,0.043765,48.033,-1.6697,-5.5754,-0.011151,0.166974
157,0.047694,54.972,-7.2718,-3.5717,-0.007143,0.727182
158,0.032444,56.164,9.8704,-17.566,-0.035132,-0.987036
159,0.04214,47.769,1.4414,-17.5225,-0.035045,-0.14414
160,0.032977,41.008,9.2248,-28.6835,-0.057367,-0.922483
161,0.041783,52.836,0.1487,-14.4003,-0.028801,-0.014872
162,0.042617,54.376,-25.5905,-6.7732,-0.013546,2.559055
163,0.03949,53.803,-22.0982,-13.7988,-0.027598,2.209824
164,0.049392,47.561,-24.2524,-25.7538,-0.051508,2.42524
165,0.044681,52.966,-18.9397,-25.0764,-0.050153,1.893967
166,0.045702,54.533,-27.3404,-13.299,-0.026598,2.73404
167,0.038689,48.632,10.8391,-9.7228,-0.019446,-1.083908
168,0.038147,59.073,-10.1609,-2.5611,-0.005122,1.016093
169,0.042508,59.249,-11.9902,-19.0889,-0.038178,1.199023
170,0.048077,57.506,-7.1539,-23.6153,-0.047231,0.715392
171,0.045903,52.581,-22.4808,-13.1068,-0.026214,2.248079
172,0.036899,58.779,-7.0558,-13.7794,-0.027559,0.705577
173,0.046065,53.706,-12.9317,-33.1764,-0.066353,1.293166
174,0.0462,62.56,-11.6934,-7.2061,-0.014412,1.16934
175,0.038525,53.338,-15.2546,-12.4939,-0.024988,1.525465
176,0.034102,57.37,-26.7411,-24.032,-0.048064,2.674107
177,0.034825,52.425,11.3019,-34.1169,-0.068234,-1.130188
178,0.042602,60.55,-30.8127,-12.0804,-0.024161,3.081271
179,0.038402,62.135,-25.3306,-39.2662,-0.078532,2.533059
180,0.043367,51.943,-12.1389,-19.0545,-0.038109,1.21389
181,0.033763,54.537,-22.623,-12.1553,-0.024311,2.2623
182,0.037994,49.953,-22.3496,-25.185,-0.05037,2.234958
183,0.038052,49.555,-20.2704,-37.385,-0.07477,2.027042
184,0.036516,61.86,-58.3438,-26.5063,-0.053013,5.834385
185,0.042036,51.689,-28.8896,-19.0418,-0.038084,2.888956
186,0.039278,51.326,-14.4405,-25.7034,-0.051407,1.444046
187,0.052154,56.479,-55.641,-27.8103,-0.055621,5.564096
188,0.046405,54.638,-38.8713,-27.8488,-0.055698,3.887131
189,0.042369,49.986,-43.7931,-31.8751,-0.06375,4.379314
190,0.032788,57.712,-24.148,-45.7383,-0.091477,2.414803
191,0.039294,53.505,-45.3526,-22.7362,-0.045472,4.535256
192,0.032731,49.161,-58.4401,-29.8945,-0.059789,5.844005
193,0.035829,60.605,-34.0136,-31.177,-0.062354,3.401364
194,0.04157,52.559,-40.2973,-28.3322,-0.056664,4.029727
195,0.043621,53.198,-22.77,-24.7272,-0.049454,2.277
196,0.034728,46.043,-52.3394,-27.8875,-0.055775,5.233939
197,0.040929,36.422,-21.0875,-30.6851,-0.06137,2.108755
198,0.039354,47.38,-54.3608,-36.7707,-0.073541,5.436077
199,0.047342,55.711,-57.0165,-41.7221,-0.083444,5.701651
200,0.035194,51.471,-29.182,-21.8263,-0.043653,2.918202
201,0.046284,63.054,-49.8603,-42.2175,-0.084435,4.986028
202,0.042197,55.119,-35.9253,-42.5128,-0.085026,3.59253
203,0.037839,49.933,-49.7786,-18.6205,-0.037241,4.977858
204,0.040823,54.693,-58.424,-25.4042,-0.050808,5.842399
205,0.032171,47.135,-46.2465,-34.2417,-0.068483,4.624652
206,0.045617,64.118,-24.2605,-23.3751,-0.04675,2.426052
207,0.037918,56.421,-70.114,-28.3748,-0.05675,7.011401
208,0.04659,59.206,-42.5212,-33.3817,-0.066763,4.252118
209,0.033041,59.3,-46.372,-17.8876,-0.035775,4.6372
210,0.039272,59.224,-35.8921,-38.7095,-0.077419,3.58921
211,0.040042,52.334,-48.6274,-14.154,-0.028308,4.862743
212,0.042003,59.443,-57.1327,-32.3928,-0.064786,5.713267
213,0.044198,54.235,-52.2257,-39.127,-0.078254,5.222569
214,0.034127,67.885,-56.9599,-34.1332,-0.068266,5.695986
215,0.029655,56.014,-45.4945,-30.3687,-0.060737,4.549454
216,0.036048,55.661,-56.6379,-38.5456,-0.077091,5.663788
217,0.039164,46.489,-64.7802,-46.3968,-0.092794,6.478017
218,0.053388,56.27,-23.6495,-40.7867,-0.081573,2.364949
219,0.041376,65.718,-63.7286,-35.6032,-0.071206,6.372861
220,0.025324,63.237,-65.1491,-38.1193,-0.076239,6.514909
221,0.03064,59.048,-52.9764,-37.2994,-0.074599,5.297638
222,0.035888,53.358,-76.4267,-34.2123,-0.068425,7.642671
223,0.034907,57.201,-52.6259,-27.4904,-0.054981,5.262591
224,0.035301,61.463,-61.8032,-46.5967,-0.093193,6.180316
225,0.035263,59.811,-56.5076,-27.2568,-0.054514,5.650756
226,0.036938,48.521,-57.3938,-24.6208,-0.049242,5.739379
227,0.03943,44.787,-47.909,-41.5055,-0.083011,4.790902
228,0.048519,53.285,-59.7884,-47.5589,-0.095118,5.978845
229,0.039069,55.524,-55.494,-40.0695,-0.080139,5.549403
230,0.039308,54.143,-52.0245,-41.902,-0.083804,5.202446
231,0.044563,46.163,-94.2394,-43.974,-0.087948,9.42394
232,0.046939,46.344,-82.6122,-19.0105,-0.038021,8.26122
233,0.043361,55.614,-87.2239,-37.4958,-0.074992,8.722395
234,0.037552,63.727,-41.4399,-30.5392,-0.061078,4.143993
235,0.045575,59.349,-84.8683,-37.195,-0.07439,8.486832
236,0.037192,57.923,-43.9389,-38.9644,-0.077929,4.393892
237,0.046978,58.831,-83.0352,-40.2176,-0.080435,8.303524
238,0.041955,51.343,-45.3134,-42.3034,-0.084607,4.531345
239,0.046464,46.661,-61.4937,-46.8447,-0.093689,6.149371
240,0.034002,51.963,-47.4802,-24.086,-0.048172,4.748018
241,0.043832,50.863,-36.1641,-35.4908,-0.070982,3.61641
242,0.04983,66.016,-45.99,-38.3557,-0.076711,4.599004
243,0.041571,53.48,-56.6635,-22.4391,-0.044878,5.666349
244,0.042305,46.915,-70.6129,-61.9159,-0.123832,7.061286
245,0.032535,55.52,-33.637,-52.4339,-0.104868,3.363696
246,0.040045,64.274,-59.4314,-32.1064,-0.064213,5.943137
247,0.03917,46.033,-83.5812,-31.8989,-0.063798,8.358117
248,0.038374,58.369,-50.2868,-48.9901,-0.09798,5.028683
249,0.042614,58.357,-75.7442,-40.1476,-0.080295,7.57442
250,0.039828,64.572,-45.1893,-40.6369,-0.081274,4.51893
251,0.042182,53.112,-45.7849,-36.7981,-0.073596,4.578493
252,0.040921,52.893,-44.0239,-34.0147,-0.068029,4.402395
253,0.027041,48.538,-46.1758,-39.3789,-0.078758,4.617578
254,0.040081,51.828,-47.3884,-60.0595,-0.120119,4.738844
255,0.043991,60.596,-17.1652,-30.8316,-0.061663,1.716519
256,0.03926,46.252,-55.9217,-28.0359,-0.056072,5.592167
257,0.040785,53.772,-46.8392,-29.3544,-0.058709,4.683922
258,0.048999,54.349,-61.9718,-49.9725,-0.099945,6.19718
259,0.042913,51.744,-54.5296,-43.2537,-0.086507,5.452964
260,0.035462,59.845,-64.4391,-48.336,-0.096672,6.443915
261,0.044808,57.567,-67.2375,-22.4344,-0.044869,6.723751
262,0.03874,56.955,-45.7873,-23.9619,-0.047924,4.578726
263,0.043764,56.915,-50.2571,-35.0751,-0.07015,5.025712
264,0.034148,45.073,-58.0799,-48.6391,-0.097278,5.807991
265,0.039807,60.088,-45.613,-40.4755,-0.080951,4.561296
266,0.037634,55.378,-53.5097,-26.9719,-0.053944,5.350971
267,0.030668,47.895,-75.8575,-32.5301,-0.06506,7.585746
268,0.028396,60.803,-55.4355,-38.4272,-0.076854,5.54355
269,0.031859,54.972,-35.7084,-44.5403,-0.089081,3.570843
270,0.04192,56.672,-78.2327,-39.0204,-0.078041,7.823273
271,0.040106,52.028,-37.9711,-30.4976,-0.060995,3.797113
272,0.031764,52.898,-37.5386,-36.0822,-0.072164,3.753859
273,0.052856,43.494,-40.8863,-34.2546,-0.068509,4.088628
274,0.042508,58.576,-20.6957,-32.8068,-0.065614,2.069572
275,0.037048,52.578,-57.5317,-39.5792,-0.079158,5.753167
276,0.036662,50.794,-54.1498,-47.7408,-0.095482,5.414978
277,0.042317,43.895,-51.7459,-28.1274,-0.056255,5.174592
278,0.048572,52.044,-21.5097,-33.4118,-0.066824,2.150974
279,0.037636,50.64,-8.8105,-37.3481,-0.074696,0.881052
280,0.041003,50.505,-21.2854,-34.1689,-0.068338,2.128538
281,0.040528,53.355,-27.4675,-36.8919,-0.073784,2.746746
282,0.037836,52.592,-15.5886,-44.23,-0.08846,1.558857
283,0.046722,55.229,-33.6754,-54.9272,-0.109854,3.36754
284,0.035217,55.635,-45.6875,-42.9949,-0.08599,4.568752
285,0.032408,53.731,-36.6031,-52.4745,-0.104949,3.660306
286,0.039613,47.86,-29.7171,-55.7472,-0.111494,2.971708
287,0.037035,53.633,-23.9371,-48.9346,-0.097869,2.393708
288,0.048128,55.4,-18.92,-36.6169,-0.073234,1.892002
289,0.034649,54.412,-24.959,-47.5605,-0.095121,2.495899
290,0.037168,47.91,-33.6705,-48.7766,-0.097553,3.367046
291,0.036914,54.627,-41.3155,-27.8,-0.0556,4.131548
292,0.03822,50.533,-21.2455,-39.0035,-0.078007,2.124546
293,0.03944,59.826,-29.8229,-50.8385,-0.101677,2.98229
294,0.03982,55.306,-25.7805,-49.2237,-0.098447,2.578054
295,0.041429,49.77,-21.144,-45.1229,-0.090246,2.114404
296,0.044264,55.855,-12.274,-28.7227,-0.057445,1.227399
297,0.031563,64.412,-19.6967,-25.9527,-0.051905,1.969668
298,0.032253,46.776,-13.6306,-47.7367,-0.095473,1.363063
299,0.041672,50.025,-13.5988,-31.7703,-0.063541,1.359883
300,0.042537,62.337,-27.4764,-26.4247,-0.052849,2.747643
301,0.034636,51.49,-4.4462,-34.9009,-0.069802,0.444621
302,0.032146,55.114,-16.3273,-39.8877,-0.079775,1.632728
303,0.044299,47.994,-5.7144,-30.3681,-0.060736,0.571443
304,0.032777,52.514,-21.8711,-34.6801,-0.06936,2.187115
305,0.031534,47.224,-19.1146,-38.7437,-0.077487,1.911456
306,0.034181,55.066,2.975,-38.1929,-0.076386,-0.297499
307,0.046717,58.095,-18.5098,-31.2027,-0.062405,1.850981
308,0.045074,61.725,-13.8742,-27.1633,-0.054327,1.38742
309,0.035299,44.697,-21.7171,-29.3651,-0.05873,2.171714
310,0.04057,59.471,-17.5285,-38.4488,-0.076898,1.752852
311,0.044555,40.89,20.5313,-34.1319,-0.068264,-2.053128
312,0.042854,55.995,-10.102,-43.6122,-0.087224,1.010195
313,0.045397,47.203,10.5366,-24.8667,-0.049733,-1.05366
314,0.03934,62.05,9.5194,-30.3906,-0.060781,-0.951941
315,0.033653,61.349,-0.8722,-32.1883,-0.064377,0.087217
316,0.042641,51.287,8.2543,-42.5945,-0.085189,-0.825432
317,0.040714,58.279,-0.6577,-29.8043,-0.059609,0.065769
318,0.039408,50.731,-7.3205,-35.8149,-0.07163,0.732049
319,0.048658,50.818,1.9786,-33.0035,-0.066007,-0.197856
320,0.041291,49.764,19.1783,-38.7638,-0.077528,-1.917827
321,0.034745,60.363,2.68,-20.2476,-0.040495,-0.267998
322,0.040208,49.553,6.53,-12.6493,-0.025299,-0.653001
323,0.041517,57.609,5.962,-25.4318,-0.050864,-0.5962
324,0.051954,54.059,46.754,-23.9981,-0.047996,-4.6754
325,0.039827,59.71,3.7199,-31.3648,-0.06273,-0.371993
326,0.039774,56.555,16.0908,-22.4553,-0.044911,-1.609081
327,0.04404,60.41,20.2141,-40.479,-0.080958,-2.021408
328,0.052709,51.0,27.3752,-31.4842,-0.062968,-2.737518
329,0.04215,53.867,16.3479,-28.9274,-0.057855,-1.634792
330,0.039461,51.615,5.8198,-16.4289,-0.032858,-0.581982
331,0.047071,55.62,20.6867,-24.9996,-0.049999,-2.068673
332,0.046917,58.284,34.9154,-31.3024,-0.062605,-3.491539
333,0.039432,46.329,27.5476,-12.8579,-0.025716,-2.754755
334,0.036616,60.38,-3.9549,-34.2973,-0.068595,0.395492
335,0.040645,55.058,20.7498,-33.6826,-0.067365,-2.07498
336,0.041551,52.157,37.8213,-20.6187,-0.041237,-3.782133
337,0.035265,55.607,32.5054,-27.1184,-0.054237,-3.250541
338,0.04637,57.798,37.3524,-31.7975,-0.063595,-3.735242
339,0.043947,57.97,-3.7094,-24.9414,-0.049883,0.370937
340,0.038914,48.303,9.97,-26.1009,-0.052202,-0.997
341,0.040515,53.667,35.3074,-1.0709,-0.002142,-3.530736
342,0.047506,49.852,20.196,-22.2513,-0.044503,-2.019598
343,0.042601,46.438,54.7156,-30.7105,-0.061421,-5.471559
344,0.042458,55.168,40.7617,-9.914,-0.019828,-4.076174
345,0.036179,54.73,21.7579,-23.1235,-0.046247,-2.175794
346,0.051094,45.397,48.6523,-8.4952,-0.01699,-4.86523
347,0.038738,54.494,21.8708,-10.9598,-0.02192,-2.187084
348,0.04416,53.618,35.2513,-24.8657,-0.049731,-3.52513
349,0.044345,54.478,37.8505,-15.1625,-0.030325,-3.785049
350,0.036465,58.701,46.3439,-19.2325,-0.038465,-4.634391
351,0.030469,47.518,32.8514,-11.0134,-0.022027,-3.28514
352,0.043323,56.617,45.807,-14.0112,-0.028022,-4.5807
353,0.038385,56.228,29.1062,2.3088,0.004618,-2.910624
354,0.038911,55.134,66.8546,-20.269,-0.040538,-6.685462
355,0.045619,55.187,42.9873,-13.5161,-0.027032,-4.298732
356,0.039107,57.519,35.4951,-13.9874,-0.027975,-3.549515
357,0.04032,50.156,64.5229,-9.5226,-0.019045,-6.452294
358,0.049661,57.801,51.9387,4.4319,0.008864,-5.193869
359,0.037924,58.603,42.5151,-15.9613,-0.031923,-4.251508
360,0.032182,47.44,47.4825,-16.418,-0.032836,-4.748251
361,0.036391,56.868,57.9202,-6.074,-0.012148,-5.792017
362,0.041406,62.295,43.9116,-9.3357,-0.018671,-4.391159
363,0.033045,55.265,43.3825,-23.6076,-0.047215,-4.33825
364,0.037136,57.246,46.5745,-18.7909,-0.037582,-4.657448
365,0.04905,54.298,38.1352,-13.9695,-0.027939,-3.813521
366,0.035604,54.065,44.4459,-6.9823,-0.013965,-4.44459
367,0.043475,59.905,44.9582,-9.7591,-0.019518,-4.49582
368,0.046886,55.978,44.8358,0.9266,0.001853,-4.483576
369,0.031969,58.62,62.655,-11.5723,-0.023145,-6.265499
370,0.045103,59.505,71.4705,-15.2992,-0.030598,-7.147053
371,0.040148,56.372,50.5993,-4.3327,-0.008665,-5.059926
372,0.036612,52.177,61.3621,-13.8991,-0.027798,-6.136215
373,0.035801,61.982,54.0151,-4.5832,-0.009166,-5.40151
374,0.037345,60.571,45.3448,-3.1778,-0.006356,-4.534482
375,0.02852,51.24,56.4544,-8.5964,-0.017193,-5.645444
376,0.038425,56.785,60.7896,-16.7489,-0.033498,-6.078961
377,0.038696,48.693,71.2717,-15.8528,-0.031706,-7.127167
378,0.037389,44.815,58.8673,-5.4194,-0.010839,-5.886735
379,0.042968,61.306,45.5354,-4.4932,-0.008986,-4.553539
380,0.039468,53.553,62.1017,16.3259,0.032652,-6.21017
381,0.0357,53.001,61.2591,-15.9958,-0.031992,-6.125908
382,0.039522,62.09,49.8352,16.0201,0.03204,-4.983518
383,0.039285,56.37,53.6515,-10.9488,-0.021898,-5.365153
384,0.03877,57.374,57.319,-3.2057,-0.006411,-5.731898
385,0.031607,55.171,76.0191,-0.6873,-0.001375,-7.601914
386,0.033851,44.591,56.3025,12.3474,0.024695,-5.630246
387,0.044185,60.822,47.0288,-4.5663,-0.009133,-4.702883
388,0.037748,66.9,68.8524,-15.945,-0.03189,-6.885245
389,0.044148,54.039,69.554,-4.3045,-0.008609,-6.955399
390,0.035827,50.655,24.9314,6.7615,0.013523,-2.49314
391,0.048611,55.898,46.1296,-0.2419,-0.000484,-4.612962
392,0.043238,48.583,51.8121,7.5792,0.015158,-5.181211
393,0.049471,51.547,50.9425,-5.1293,-0.010259,-5.094246
394,0.051234,61.893,49.6144,-1.6185,-0.003237,-4.961437
395,0.033251,59.34,53.3671,-8.2977,-0.016595,-5.336714
396,0.040118,52.713,65.9298,14.5933,0.029187,-6.592985
397,0.041731,57.289,72.1288,-11.2221,-0.022444,-7.212878
398,0.033458,57.163,68.0151,-7.4208,-0.014842,-6.801512
399,0.039136,57.809,71.4652,2.2123,0.004425,-7.146522
400,0.037594,60.061,58.4448,3.2434,0.006487,-5.844481
401,0.046364,59.768,56.7868,-1.6459,-0.003292,-5.678682
402,0.042904,52.657,66.4762,2.1458,0.004292,-6.647619
403,0.041768,59.565,59.546,8.6662,0.017332,-5.954602
404,0.034096,43.632,34.7075,8.9547,0.017909,-3.470753
405,0.042624,52.06,46.7375,15.9871,0.031974,-4.673746
406,0.039709,53.572,46.8522,2.2423,0.004485,-4.685219
407,0.037277,58.121,42.7622,10.2944,0.020589,-4.276218
408,0.035341,55.089,29.3297,2.0509,0.004102,-2.932969
409,0.041065,45.092,65.7205,0.5973,0.001195,-6.572052
410,0.042534,59.365,60.8562,2.6359,0.005272,-6.085618
411,0.039348,54.426,53.6519,9.1451,0.01829,-5.365189
412,0.044218,51.725,56.6678,19.8868,0.039774,-5.666782
413,0.038651,49.249,49.0302,-9.0402,-0.01808,-4.903023
414,0.04365,55.291,55.9086,10.4118,0.020824,-5.590864
415,0.037269,58.752,29.3365,12.6316,0.025263,-2.933651
416,0.043454,62.968,55.06,5.4444,0.010889,-5.506004
417,0.035042,48.522,67.0099,7.0673,0.014135,-6.70099
418,0.034289,54.743,56.8368,4.6063,0.009213,-5.683677
419,0.037261,53.248,57.002,8.7167,0.017433,-5.700198
420,0.041484,57.567,65.6151,19.196,0.038392,-6.561506
421,0.041653,55.546,49.8662,14.0158,0.028032,-4.986617
