frame,dt,latency_ms,error_x,error_y,vel_forward,vel_yaw
71,0.043849,54.525,26.4436,6.9635,0.013927,-2.644362
72,0.027579,48.473,24.3073,10.9359,0.021872,-2.430733
73,0.033634,42.694,21.3529,8.5993,0.017199,-2.13529
74,0.038619,43.199,28.83,8.7115,0.017423,-2.882997
75,0.039278,53.25,28.9734,10.6141,0.021228,-2.897337
76,0.027568,43.675,26.0791,5.6961,0.011392,-2.607915
77,0.045731,46.73,24.3546,8.0001,0.016,-2.435461
78,0.03557,40.977,22.3244,4.9527,0.009905,-2.232441
79,0.039773,51.608,23.0577,8.8692,0.017738,-2.305766
80,0.035137,48.684,26.7171,9.1539,0.018308,-2.671706
81,0.037899,53.655,40.6747,8.3314,0.016663,-4.067467
82,0.034519,38.379,23.4137,8.373,0.016746,-2.341371
83,0.038091,37.841,13.1313,6.5232,0.013046,-1.313133
84,0.028852,48.254,22.3532,9.0973,0.018195,-2.235318
85,0.031605,43.388,20.3894,7.6034,0.015207,-2.038938
86,0.039078,45.33,21.2008,19.1342,0.038268,-2.120081
87,0.038133,39.35,22.0583,8.7907,0.017581,-2.205826
88,0.028118,47.434,27.3759,6.6836,0.013367,-2.737595
89,0.040785,47.473,26.6325,11.9693,0.023939,-2.66325
90,0.031416,42.98,19.5549,5.6431,0.011286,-1.955491
91,0.036491,41.058,17.4713,14.1353,0.028271,-1.747133
92,0.028998,44.798,19.0988,2.0518,0.004104,-1.909879
93,0.033672,44.862,25.2376,7.52,0.01504,-2.523759
94,0.038965,39.917,26.3514,9.7904,0.019581,-2.635141
95,0.027255,52.805,20.7078,11.6451,0.02329,-2.070782
96,0.032431,44.146,16.4381,13.21,0.02642,-1.643808
97,0.044903,47.132,24.6175,4.5317,0.009063,-2.461753
98,0.033265,43.746,17.8701,5.5325,0.011065,-1.787014
99,0.032977,39.586,35.1561,10.2892,0.020578,-3.515607
100,0.036058,51.173,26.9315,7.8238,0.015648,-2.693154
101,0.04256,47.85,26.6596,11.0938,0.022188,-2.665957
102,0.034285,48.442,17.2751,9.1245,0.018249,-1.727509
103,0.036184,47.322,28.1211,7.3197,0.014639,-2.81211
104,0.039243,43.347,29.4826,7.5744,0.015149,-2.94826
105,0.037396,42.85,34.563,2.0402,0.00408,-3.456298
106,0.0405,42.465,24.5004,9.4701,0.01894,-2.450039
107,0.038679,45.344,26.3614,2.7373,0.005475,-2.636144
108,0.035209,49.604,25.4076,9.5413,0.019083,-2.540763
109,0.041008,46.074,25.6616,4.1692,0.008338,-2.566156
110,0.023249,37.828,21.1029,0.0978,0.000196,-2.110286
111,0.040609,35.846,32.8926,5.4295,0.010859,-3.28926
112,0.034947,38.981,16.3309,9.7308,0.019462,-1.633087
113,0.04271,54.562,18.8746,4.2279,0.008456,-1.887463
114,0.04388,42.921,23.7066,5.6896,0.011379,-2.370663
115,0.029312,49.142,19.668,1.6765,0.003353,-1.966795
116,0.036174,45.318,24.2463,-0.8703,-0.001741,-2.42463
117,0.036897,40.458,25.3019,5.6427,0.011285,-2.530194
118,0.038245,45.625,17.4659,3.265,0.00653,-1.746592
119,0.03084,52.503,14.2607,8.8889,0.017778,-1.426074
120,0.046307,40.477,14.0585,1.4299,0.00286,-1.405851
121,0.040368,55.457,23.2958,5.2184,0.010437,-2.32958
122,0.041049,55.843,15.3722,4.0428,0.008086,-1.537224
123,0.028615,43.023,12.3156,3.3334,0.006667,-1.231563
124,0.027452,49.239,18.862,1.173,0.002346,-1.886202
125,0.03052,44.939,16.7328,-0.116,-0.000232,-1.673281
126,0.038288,43.967,14.1451,-4.5436,-0.009087,-1.414506
127,0.031252,46.37,17.5859,0.5968,0.001194,-1.758592
128,0.03183,46.428,14.4282,7.0957,0.014191,-1.442823
129,0.041667,40.056,20.1567,-0.8077,-0.001615,-2.015667
130,0.030362,41.121,16.8171,8.0242,0.016048,-1.681711
131,0.042827,45.656,15.7942,-3.0802,-0.00616,-1.579422
132,0.044757,52.4,17.5727,6.3087,0.012617,-1.757269
133,0.030219,46.882,11.7402,3.4272,0.006854,-1.174019
134,0.041516,42.601,14.4914,-0.1897,-0.000379,-1.449138
135,0.037629,44.857,13.8784,3.7245,0.007449,-1.387843
136,0.043945,40.93,14.2464,4.3083,0.008617,-1.424636
137,0.032028,48.191,13.6108,-3.468,-0.006936,-1.361084
138,0.045012,46.153,19.1113,0.0404,8.1e-05,-1.911134
139,0.030578,42.929,14.7526,7.379,0.014758,-1.47526
140,0.037767,50.045,19.644,4.5275,0.009055,-1.964401
141,0.039571,45.706,25.9528,-1.8253,-0.003651,-2.595279
142,0.03652,45.273,17.5147,2.0115,0.004023,-1.751472
143,0.03469,46.267,11.8641,-2.4851,-0.00497,-1.186411
144,0.03445,45.719,11.8619,1.4648,0.00293,-1.186185
145,0.038144,47.249,19.4943,0.0514,0.000103,-1.949432
146,0.035556,47.849,13.4637,1.3726,0.002745,-1.346367
147,0.03369,46.775,12.7491,0.7685,0.001537,-1.274905
148,0.034241,49.877,12.5731,1.4308,0.002862,-1.257314
149,0.031842,36.096,17.3238,-2.8812,-0.005762,-1.732376
150,0.036677,46.504,5.0746,2.0139,0.004028,-0.507464
151,0.024674,47.795,4.8003,-5.9768,-0.011954,-0.480033
152,0.032945,45.547,15.7905,-1.3093,-0.002619,-1.579052
153,0.030563,48.545,18.8396,-3.1321,-0.006264,-1.883957
154,0.04392,39.425,15.3694,-1.1696,-0.002339,-1.536935
155,0.031732,52.26,18.8103,-0.1078,-0.000216,-1.881031
156,0.044257,43.215,12.623,-6.2367,-0.012473,-1.262303
157,0.02399,38.488,5.7107,-2.9075,-0.005815,-0.571071
158,0.037797,41.448,9.3591,-2.3363,-0.004673,-0.935914
159,0.0361,41.796,8.3886,0.3519,0.000704,-0.838861
160,0.037069,40.996,15.6968,-1.0646,-0.002129,-1.569682
161,0.031432,64.682,8.7433,-2.9026,-0.005805,-0.874332
162,0.040446,40.377,6.3552,1.4495,0.002899,-0.635522
163,0.042273,43.947,0.4541,-1.6882,-0.003376,-0.045415
164,0.039633,45.699,7.4231,1.0417,0.002083,-0.742312
165,0.028801,45.804,3.6872,1.6084,0.003217,-0.368721
166,0.039053,43.95,3.1959,-8.8562,-0.017712,-0.319595
167,0.033325,44.603,3.8885,-8.4252,-0.01685,-0.388851
168,0.03322,42.124,6.0784,-0.7914,-0.001583,-0.607841
169,0.02994,44.68,-3.8126,-5.009,-0.010018,0.381264
170,0.037738,44.916,3.0664,-7.659,-0.015318,-0.30664
171,0.031217,42.769,7.8802,-0.6487,-0.001297,-0.788024
172,0.033182,35.439,4.2161,-1.573,-0.003146,-0.421613
173,0.029185,32.985,2.8405,-6.042,-0.012084,-0.284049
174,0.028253,48.715,2.0456,-1.5412,-0.003082,-0.204563
175,0.035365,51.917,3.9721,-5.2413,-0.010483,-0.397214
176,0.030273,48.58,1.9606,-4.5672,-0.009134,-0.196065
177,0.036483,49.233,2.5655,-0.221,-0.000442,-0.256546
178,0.035679,38.8,-1.9176,-6.4615,-0.012923,0.19176
179,0.028023,42.745,4.7577,-1.5192,-0.003038,-0.475772
180,0.034314,48.055,0.6004,-6.4569,-0.012914,-0.060035
181,0.039988,39.587,-4.3056,-5.7255,-0.011451,0.430564
182,0.033225,46.743,-4.519,-5.0134,-0.010027,0.451898
183,0.028218,51.46,-2.4347,-1.6049,-0.00321,0.243472
184,0.033229,36.942,2.1979,-5.8417,-0.011683,-0.219786
185,0.039681,47.81,-13.0867,-4.9409,-0.009882,1.308668
186,0.039533,44.726,-10.0828,-4.1442,-0.008288,1.008283
187,0.040094,45.632,-2.3253,-6.5044,-0.013009,0.232534
188,0.035942,41.369,2.7317,-7.5422,-0.015084,-0.273166
189,0.031958,50.318,-3.5828,-4.1166,-0.008233,0.358281
190,0.035912,45.966,-5.515,-9.5215,-0.019043,0.551503
191,0.042356,43.27,-5.0482,-6.6853,-0.013371,0.504816
192,0.044952,47.388,-8.4159,-9.8544,-0.019709,0.84159
193,0.044418,41.285,-11.1643,-4.1975,-0.008395,1.116434
194,0.037547,45.093,-5.2319,-8.455,-0.01691,0.523195
195,0.043357,44.583,-17.2085,-9.002,-0.018004,1.720845
196,0.03835,49.184,-13.029,-7.9636,-0.015927,1.302902
197,0.037417,44.649,-7.934,-11.2855,-0.022571,0.793395
198,0.036657,44.884,-7.5069,-9.2791,-0.018558,0.750693
199,0.035279,44.62,-7.3086,-12.9293,-0.025859,0.730862
200,0.029276,46.755,-13.1833,-4.9893,-0.009979,1.318334
201,0.037303,38.331,-16.0029,-9.0207,-0.018041,1.600295
202,0.041027,46.178,-6.7245,-6.8709,-0.013742,0.672448
203,0.043444,39.624,-1.1221,-7.1784,-0.014357,0.112209
204,0.032026,51.024,-15.765,-2.0211,-0.004042,1.576503
205,0.033557,40.108,-14.0746,-12.3943,-0.024789,1.407462
206,0.03231,44.372,-1.2037,-9.8667,-0.019733,0.120374
207,0.031671,52.326,-10.7491,-10.4748,-0.02095,1.074914
208,0.03953,44.315,-6.6133,-3.6105,-0.007221,0.661333
209,0.033029,43.066,-17.0808,-13.0802,-0.02616,1.708084
210,0.034674,38.463,-15.5851,-12.6435,-0.025287,1.558511
211,0.038996,41.115,-19.4268,-9.0825,-0.018165,1.94268
212,0.043149,48.147,-13.9397,-17.2322,-0.034464,1.393966
213,0.038553,45.285,-5.0298,-9.3483,-0.018697,0.502983
214,0.03718,54.772,-14.5084,-10.6097,-0.021219,1.450845
215,0.033264,58.635,-16.2533,-7.4788,-0.014958,1.625328
216,0.039716,43.616,-16.2967,-12.6264,-0.025253,1.629673
217,0.034405,42.968,-12.5616,-7.1066,-0.014213,1.256161
218,0.040553,38.761,-22.1673,-7.6722,-0.015344,2.216727
219,0.042773,49.193,-12.7614,-11.2854,-0.022571,1.276139
220,0.040293,49.554,-17.4159,-8.8451,-0.01769,1.741586
221,0.027799,44.127,-17.6847,-11.9317,-0.023863,1.768471
222,0.032927,48.333,-14.758,-10.962,-0.021924,1.475804
223,0.034044,47.571,-12.6615,-14.4559,-0.028912,1.26615
224,0.035483,40.195,-25.1178,-15.9765,-0.031953,2.511782
225,0.025632,48.055,-23.4179,-4.8058,-0.009612,2.341793
226,0.032015,38.16,-30.0873,-15.0954,-0.030191,3.008734
227,0.03025,45.06,-23.3941,-6.3979,-0.012796,2.339412
228,0.03237,40.076,-15.0213,-7.076,-0.014152,1.502132
229,0.036708,49.297,-15.8005,-3.3323,-0.006665,1.580053
230,0.034598,41.353,-16.4915,-13.8696,-0.027739,1.649153
231,0.035795,42.22,-24.3066,-15.2902,-0.03058,2.430656
232,0.034124,46.866,-22.6508,-9.4057,-0.018811,2.265076
233,0.031758,48.346,-25.9138,-18.3971,-0.036794,2.591376
234,0.030106,39.216,-23.8772,-14.2801,-0.02856,2.387719
235,0.035993,44.24,-28.9285,-14.2844,-0.028569,2.892847
236,0.039038,52.874,-19.4715,-12.2042,-0.024408,1.947151
237,0.038226,42.185,-21.306,-10.5937,-0.021187,2.130604
238,0.039994,39.258,-24.2136,-13.6338,-0.027268,2.421363
239,0.039854,44.385,-22.4834,-15.4163,-0.030833,2.248338
240,0.03784,40.127,-21.7959,-16.6044,-0.033209,2.179592
241,0.039046,46.553,-21.7972,-12.5868,-0.025174,2.179717
242,0.032961,40.13,-17.4887,-14.4488,-0.028898,1.748868
243,0.030516,43.021,-26.3412,-6.3993,-0.012799,2.634121
244,0.039837,46.026,-31.0997,-13.1958,-0.026392,3.109974
245,0.02985,39.29,-25.4388,-12.4138,-0.024828,2.543885
246,0.040854,43.758,-24.2232,-8.1746,-0.016349,2.422322
247,0.033583,37.883,-19.7224,-8.3478,-0.016696,1.972243
248,0.030145,41.441,-20.6457,-13.9267,-0.027853,2.064572
249,0.034107,46.629,-29.1884,-16.7332,-0.033466,2.918845
250,0.031738,50.325,-35.3753,-10.6018,-0.021204,3.537533
251,0.042519,41.07,-24.9822,-10.968,-0.021936,2.49822
252,0.032436,42.217,-15.778,-10.1224,-0.020245,1.577797
253,0.041578,42.135,-23.0164,-13.2729,-0.026546,2.301639
254,0.033222,48.099,-20.2854,-12.9589,-0.025918,2.028539
255,0.033888,49.675,-29.2195,-19.9861,-0.039972,2.921947
256,0.032733,42.858,-24.1904,-9.6472,-0.019294,2.419039
257,0.028101,41.078,-30.1871,-11.1381,-0.022276,3.018711
258,0.034568,44.742,-28.9307,-15.0646,-0.030129,2.893068
259,0.030671,44.293,-19.4934,-11.3932,-0.022786,1.949336
260,0.03304,51.394,-24.8502,-19.3446,-0.038689,2.485019
261,0.039164,46.433,-24.0444,-16.7244,-0.033449,2.404443
262,0.032424,46.715,-27.8598,-12.1409,-0.024282,2.785976
263,0.032021,40.161,-28.4884,-11.0916,-0.022183,2.848838
264,0.038097,43.146,-27.9335,-18.0535,-0.036107,2.793351
265,0.032659,43.378,-24.7239,-17.0875,-0.034175,2.472386
266,0.034917,38.908,-20.7388,-17.6278,-0.035256,2.073884
267,0.039059,35.949,-30.6344,-12.8996,-0.025799,3.063437
268,0.037179,40.687,-29.5732,-10.134,-0.020268,2.957323
269,0.031514,42.689,-19.2391,-15.6271,-0.031254,1.923906
270,0.038083,43.238,-29.2079,-17.7399,-0.03548,2.920794
271,0.035975,43.584,-23.053,-16.2311,-0.032462,2.305299
272,0.036222,44.794,-21.7727,-19.5729,-0.039146,2.177273
273,0.036878,39.35,-23.643,-19.0267,-0.038053,2.364304
274,0.0374,38.858,-29.1864,-16.0172,-0.032034,2.918638
275,0.037069,37.223,-21.4725,-13.3476,-0.026695,2.14725
276,0.031194,45.187,-24.0097,-15.7137,-0.031427,2.400974
277,0.043572,42.568,-31.1924,-10.6248,-0.02125,3.119243
278,0.034243,44.247,-20.0825,-17.9335,-0.035867,2.008253
279,0.040257,38.166,-22.0762,-12.0937,-0.024187,2.20762
280,0.038446,47.598,-32.7634,-18.8736,-0.037747,3.276337
281,0.034363,39.762,-23.8721,-13.3289,-0.026658,2.38721
282,0.034459,38.017,-21.5962,-15.6193,-0.031239,2.159619
283,0.045255,52.722,-19.0185,-14.3659,-0.028732,1.901846
284,0.035413,39.744,-23.5952,-15.1968,-0.030394,2.359524
285,0.039097,43.664,-22.2665,-13.6707,-0.027341,2.226647
286,0.039846,39.092,-27.806,-14.4816,-0.028963,2.780595
287,0.039441,44.412,-25.0475,-15.4807,-0.030961,2.504755
288,0.032621,48.241,-29.0632,-16.6473,-0.033295,2.906319
289,0.03297,35.062,-23.9398,-13.6534,-0.027307,2.393983
290,0.040214,38.783,-20.2256,-13.8472,-0.027694,2.022563
291,0.019566,44.391,-16.6194,-16.7323,-0.033465,1.661941
292,0.031674,48.005,-17.0215,-7.0992,-0.014198,1.702153
293,0.03893,54.655,-20.9035,-19.009,-0.038018,2.090347
294,0.03118,37.258,-32.5722,-15.2131,-0.030426,3.257223
295,0.032363,44.523,-17.5473,-14.227,-0.028454,1.754728
296,0.0361,54.6,-27.3259,-20.1049,-0.04021,2.732587
297,0.031178,46.123,-20.6571,-15.4028,-0.030806,2.065712
298,0.034071,45.309,-19.3933,-11.0402,-0.02208,1.939333
299,0.034239,50.637,-30.7423,-10.1194,-0.020239,3.074234
300,0.031285,38.463,-23.951,-12.9887,-0.025977,2.395095
301,0.032436,48.722,-32.561,-10.3699,-0.02074,3.256104
302,0.039547,42.437,-16.9922,-12.086,-0.024172,1.699218
303,0.038113,35.374,-23.3215,-15.5604,-0.031121,2.332151
304,0.0373,47.583,-13.3423,-11.013,-0.022026,1.33423
305,0.035304,36.669,-17.3894,-9.8003,-0.019601,1.73894
306,0.032365,40.78,-21.6273,-12.9196,-0.025839,2.162734
307,0.038803,44.019,-11.3467,-15.0214,-0.030043,1.134673
308,0.032136,41.038,-19.0419,-11.1062,-0.022212,1.904195
309,0.040305,36.891,-18.0758,-15.9354,-0.031871,1.807585
310,0.036378,40.653,-14.799,-15.0126,-0.030025,1.479904
311,0.033983,42.88,-15.149,-13.1931,-0.026386,1.514904
312,0.033206,48.014,-16.5215,-14.6842,-0.029368,1.652152
313,0.045071,45.249,-15.6805,-4.4246,-0.008849,1.568052
314,0.037023,49.717,-14.5761,-11.1204,-0.022241,1.457612
315,0.028992,50.719,-14.2787,-16.7211,-0.033442,1.427868
316,0.039856,47.513,-17.9351,-12.5829,-0.025166,1.793506
317,0.033812,44.254,-8.0073,-13.8837,-0.027767,0.800728
318,0.023518,44.796,-16.3839,-14.0333,-0.028067,1.638389
319,0.034866,42.064,-8.4405,-12.2021,-0.024404,0.844054
320,0.028587,51.192,-15.35,-12.2215,-0.024443,1.535003
321,0.034598,39.494,-9.2987,-18.3798,-0.03676,0.929867
322,0.034161,56.353,-14.8897,-9.5948,-0.01919,1.488973
323,0.03317,57.213,-13.1301,-11.5116,-0.023023,1.313014
324,0.034411,50.088,-3.58,-10.008,-0.020016,0.357999
325,0.039682,40.004,-18.1927,-13.4094,-0.026819,1.819267
326,0.038568,56.909,-10.6933,-13.2175,-0.026435,1.069329
327,0.043245,42.116,-19.0609,-15.6526,-0.031305,1.906095
328,0.034305,51.443,-13.4048,-17.3975,-0.034795,1.340477
329,0.037117,48.443,-8.9364,-13.7933,-0.027587,0.893641
330,0.033316,54.913,-9.7015,-9.5318,-0.019064,0.970148
331,0.048371,35.95,-6.1821,-9.9921,-0.019984,0.618209
332,0.025869,52.919,-10.996,-17.0861,-0.034172,1.099598
333,0.03769,39.145,-8.1803,-13.2596,-0.026519,0.818034
334,0.046056,43.355,-6.6721,-15.6127,-0.031225,0.667213
335,0.037289,44.333,-0.6513,-12.4098,-0.02482,0.065135
336,0.037218,44.795,-11.5331,-10.1283,-0.020257,1.153309
337,0.040924,55.24,-4.26,-15.0457,-0.030091,0.426
338,0.03865,43.171,-3.3568,-17.3159,-0.034632,0.335682
339,0.040628,43.569,-5.1421,-10.3654,-0.020731,0.514215
340,0.037357,46.898,-6.277,-14.2437,-0.028487,0.627695
341,0.033325,56.321,-2.7781,-15.2858,-0.030572,0.277812
342,0.030849,57.257,0.6849,-12.0719,-0.024144,-0.068495
343,0.042442,42.866,-2.6355,-13.7171,-0.027434,0.263553
344,0.037258,45.102,-8.8378,-13.7275,-0.027455,0.883781
345,0.03524,49.668,-7.7361,-7.3808,-0.014762,0.773607
346,0.034659,45.224,7.583,-7.4998,-0.015,-0.758303
347,0.038142,41.115,-3.2951,-17.656,-0.035312,0.32951
348,0.037404,38.506,-5.0125,-8.9756,-0.017951,0.501251
349,0.039221,44.268,5.4853,-13.2585,-0.026517,-0.548534
350,0.039018,32.424,5.0973,-15.5119,-0.031024,-0.509734
351,0.033581,50.776,-0.4157,-14.5755,-0.029151,0.041572
352,0.032951,45.748,5.272,-12.6334,-0.025267,-0.527199
353,0.040249,42.791,-0.3082,-6.9315,-0.013863,0.030816
354,0.035889,47.569,-4.7306,-13.0992,-0.026198,0.473062
355,0.039899,45.239,-1.9012,-14.4787,-0.028957,0.19012
356,0.03591,49.996,7.7875,-13.7874,-0.027575,-0.778747
357,0.040607,36.446,6.3994,-10.1958,-0.020392,-0.639936
358,0.039391,50.965,5.511,-12.8248,-0.02565,-0.551099
359,0.03659,54.9,3.9471,-12.305,-0.02461,-0.394709
360,0.043678,43.62,11.7568,-12.5235,-0.025047,-1.175683
361,0.035266,50.428,-2.4869,-11.9965,-0.023993,0.24869
362,0.036548,51.74,4.453,-13.7081,-0.027416,-0.445304
363,0.028133,47.154,3.4144,-10.9681,-0.021936,-0.341437
364,0.04089,42.096,12.2049,-8.4303,-0.016861,-1.220486
365,0.044097,36.646,2.5725,-10.8339,-0.021668,-0.257255
366,0.033878,44.04,6.6829,-17.0268,-0.034054,-0.668286
367,0.029553,44.16,0.1031,-15.3397,-0.030679,-0.010312
368,0.035695,53.835,7.4047,-10.7153,-0.021431,-0.740469
369,0.038912,49.864,9.6835,-10.7239,-0.021448,-0.968352
370,0.02896,45.957,7.3521,-8.9186,-0.017837,-0.735209
371,0.034146,47.024,5.7606,-13.6924,-0.027385,-0.576064
372,0.035537,37.932,4.662,-12.9234,-0.025847,-0.466195
373,0.040403,38.887,11.6879,-11.6957,-0.023391,-1.168787
374,0.035936,44.912,11.6922,-6.491,-0.012982,-1.169222
375,0.037348,40.601,8.2621,-12.8051,-0.02561,-0.826206
376,0.034794,43.58,12.1723,-5.9792,-0.011958,-1.217228
377,0.02757,47.991,5.3216,-8.6626,-0.017325,-0.532161
378,0.031107,52.197,11.4477,-11.1484,-0.022297,-1.144775
379,0.043409,46.879,8.6962,-4.7441,-0.009488,-0.869619
380,0.030436,52.483,10.2841,-11.6091,-0.023218,-1.028414
381,0.034332,46.175,15.4969,-11.8617,-0.023723,-1.549689
382,0.025325,42.249,8.1213,-12.9406,-0.025881,-0.812127
383,0.040053,43.359,15.5498,-6.8172,-0.013634,-1.554977
384,0.040651,39.893,12.6384,-8.6441,-0.017288,-1.263836
385,0.034646,39.241,23.9467,-13.5649,-0.02713,-2.394667
386,0.029917,37.618,14.9645,-10.3605,-0.020721,-1.49645
387,0.030955,47.304,10.1902,-6.0169,-0.012034,-1.019018
388,0.036546,44.486,3.4521,-7.7127,-0.015425,-0.345212
389,0.043799,46.835,20.1959,-7.9527,-0.015905,-2.01959
390,0.035794,52.26,15.4944,-3.9606,-0.007921,-1.549441
391,0.032108,47.783,13.6985,-6.9699,-0.01394,-1.369847
392,0.045872,51.128,26.7384,-5.179,-0.010358,-2.67384
393,0.035808,39.009,23.7755,-9.5155,-0.019031,-2.377546
394,0.039877,39.44,12.5559,-9.1624,-0.018325,-1.255588
395,0.032618,36.383,22.8529,-9.6447,-0.019289,-2.285287
396,0.029978,51.539,13.7096,-7.0307,-0.014061,-1.370961
397,0.036204,37.972,18.3601,-6.0207,-0.012041,-1.836007
398,0.028577,43.715,23.4942,-10.4572,-0.020914,-2.349418
399,0.032534,44.609,24.7553,-8.0032,-0.016006,-2.47553
400,0.032521,44.647,14.53,-9.8787,-0.019757,-1.452995
401,0.027589,51.769,22.6385,-4.9545,-0.009909,-2.263851
402,0.031112,43.043,8.0291,-7.3759,-0.014752,-0.802914
403,0.039043,44.129,17.7428,-3.4958,-0.006992,-1.774282
404,0.02606,47.603,22.4013,-7.3997,-0.014799,-2.240135
405,0.04529,42.152,10.8462,-7.4987,-0.014997,-1.084623
406,0.04234,38.82,19.9812,-7.6174,-0.015235,-1.998121
407,0.041025,46.493,25.3873,-5.0254,-0.010051,-2.538727
408,0.033633,46.288,9.858,-9.3946,-0.018789,-0.985803
409,0.03096,47.368,24.9228,-4.2159,-0.008432,-2.492279
410,0.038567,40.722,27.9736,-0.7228,-0.001446,-2.797356
411,0.027003,40.437,21.1295,-5.1058,-0.010212,-2.112948
412,0.036456,45.531,19.3225,-6.9488,-0.013898,-1.932248
413,0.032334,47.9,16.4618,-3.7158,-0.007432,-1.646184
414,0.036421,47.052,20.763,-3.0895,-0.006179,-2.076297
415,0.040559,51.942,22.5878,-5.765,-0.01153,-2.258779
416,0.04088,42.474,22.7635,-3.3256,-0.006651,-2.276348
417,0.038546,48.944,25.6482,-1.1577,-0.002315,-2.564819
418,0.029334,42.776,17.323,0.0877,0.000175,-1.732304
419,0.03464,44.486,18.3293,-3.3112,-0.006622,-1.832931
420,0.035126,43.853,36.2539,-3.678,-0.007356,-3.62539
